customer,state,customer lifetime value,response,coverage,education,effective to date,employment status,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month,response_numerical,claims
QZ44356,Arizona,6979.535903,No,Extended,Bachelor,1/31/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,94,13.0,42,0.0,8,Personal Auto,Personal L3,Offer3,Agent,1131.464935,Four-Door Car,Medsize,M,1,0,"(773.434, 2893.24]"
OP60201,Oregon,2203.439795,No,Basic,College,2/26/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,72,33.0,6,2.0,1,Personal Auto,Personal L3,Offer1,Call Center,518.715288,Four-Door Car,Medsize,A,2,0,"(513.6, 599.062]"
KB44286,Oregon,46770.94705,No,Basic,High School or Below,2/1/11,Employed,F,"(44428.0, 68532.8]",Rural,Single,198,11.0,86,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,111.173021,Luxury SUV,Small,M,2,0,"(104.085, 212.799]"
PK37121,Washington,4369.595738,No,Basic,High School or Below,2/16/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,108,9.0,35,0.0,1,Personal Auto,Personal L3,Offer2,Branch,256.893746,SUV,Large,A,2,0,"(212.799, 302.4]"
FU17577,Oregon,3788.814643,No,Basic,High School or Below,1/10/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,106,27.0,89,0.0,1,Personal Auto,Personal L3,Offer1,Agent,763.2,SUV,Medsize,M,1,0,"(599.062, 773.434]"
UM26324,Washington,5838.89915,Yes,Basic,High School or Below,1/6/11,Employed,M,"(68532.8, 99981.0]",Urban,Married,73,5.0,85,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,281.295903,Four-Door Car,Large,A,1,1,"(212.799, 302.4]"
KA49711,Nevada,5320.343098,No,Basic,Bachelor,2/12/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,68,12.0,95,3.0,6,Corporate Auto,Corporate L2,Offer3,Call Center,64.799325,Four-Door Car,Small,M,2,0,"(0.098, 104.085]"
YU80673,California,5106.781547,No,Basic,College,2/7/11,Disabled,F,"(25820.0, 44428.0]",Rural,Married,72,9.0,69,4.0,3,Personal Auto,Personal L3,Offer3,Agent,16.510134,Four-Door Car,Large,M,2,0,"(0.098, 104.085]"
AE93522,Washington,7212.143863,No,Basic,Bachelor,1/23/11,Employed,M,"(68532.8, 99981.0]",Rural,Single,61,1.0,5,0.0,2,Corporate Auto,Corporate L2,Offer2,Branch,61.285525,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
TE49565,Oregon,11833.76732,No,Basic,College,1/17/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Married,103,23.0,53,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,A,1,0,"(453.6, 513.6]"
HN54181,California,6013.038073,No,Extended,College,2/9/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,84,8.0,30,0.0,7,Personal Auto,Personal L1,Offer3,Agent,604.8,Four-Door Car,Small,M,2,0,"(599.062, 773.434]"
GM37281,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,64,2.0,68,0.0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,M,2,1,"(104.085, 212.799]"
AH58807,Arizona,51426.24815,No,Basic,College,1/9/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,185,13.0,39,3.0,2,Personal Auto,Personal L2,Offer1,Agent,660.474274,Luxury Car,Medsize,M,1,0,"(599.062, 773.434]"
VY27019,Oregon,4807.002259,No,Basic,College,1/29/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,69,4.0,69,0.0,9,Personal Auto,Personal L2,Offer1,Agent,496.8,Four-Door Car,Medsize,M,1,0,"(453.6, 513.6]"
SW31412,Oregon,14808.05624,No,Basic,College,2/22/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,62,20.0,80,1.0,2,Personal Auto,Personal L3,Offer3,Agent,297.6,Four-Door Car,Small,A,2,0,"(212.799, 302.4]"
TP15362,Oregon,3591.996064,No,Extended,College,2/5/11,Employed,M,"(25820.0, 44428.0]",Suburban,Divorced,91,16.0,13,0.0,1,Personal Auto,Personal L1,Offer2,Branch,655.2,Four-Door Car,Medsize,M,2,0,"(599.062, 773.434]"
MW83318,Oregon,8826.611996,No,Basic,College,2/24/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,111,3.0,92,0.0,9,Corporate Auto,Corporate L2,Offer1,Web,603.819794,SUV,Large,M,2,0,"(599.062, 773.434]"
WC21189,California,7731.713059,No,Extended,College,2/11/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,97,1.0,4,0.0,3,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Large,M,2,0,"(453.6, 513.6]"
TN79487,California,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,"(-0.001, 25820.0]",Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A,1,1,"(302.4, 334.039]"
ZN27753,Oregon,5794.565797,No,Basic,Bachelor,1/10/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,73,18.0,5,0.0,4,Personal Auto,Personal L2,Offer2,Web,350.4,Four-Door Car,Medsize,A,1,0,"(334.039, 383.945]"
CW63533,California,2468.443101,No,Basic,Bachelor,1/8/11,Employed,M,"(44428.0, 68532.8]",Rural,Married,63,1.0,52,1.0,1,Personal Auto,Personal L2,Offer2,Agent,44.359382,Two-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
AS55478,Oregon,3874.86854,No,Extended,Bachelor,2/23/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,98,23.0,13,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,541.229321,Four-Door Car,Small,M,2,0,"(513.6, 599.062]"
XX29952,Arizona,12174.58958,No,Premium,College,1/12/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,104,5.0,97,3.0,2,Personal Auto,Personal L3,Offer1,Agent,240.176533,Four-Door Car,Medsize,A,1,0,"(212.799, 302.4]"
YR45605,Oregon,2413.888405,No,Basic,Bachelor,1/10/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,68,6.0,35,0.0,1,Personal Auto,Personal L2,Offer3,Web,379.209349,Four-Door Car,Medsize,A,1,0,"(334.039, 383.945]"
AE62631,Oregon,8427.723769,No,Basic,Bachelor,2/28/11,Employed,M,"(-0.001, 25820.0]",Suburban,Married,72,10.0,99,0.0,2,Personal Auto,Personal L1,Offer4,Agent,373.324673,Two-Door Car,Medsize,A,2,0,"(334.039, 383.945]"
FS70572,California,9445.925985,No,Extended,College,1/10/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,78,2.0,12,0.0,2,Corporate Auto,Corporate L2,Offer4,Call Center,23.788022,Four-Door Car,Small,M,1,0,"(0.098, 104.085]"
ZD44648,Arizona,9656.212573,No,Extended,College,2/12/11,Employed,M,"(25820.0, 44428.0]",Suburban,Single,125,16.0,29,0.0,9,Personal Auto,Personal L3,Offer4,Web,1224.56345,SUV,Medsize,M,2,0,"(773.434, 2893.24]"
JP28293,California,6696.903521,No,Extended,Doctor,1/9/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,83,18.0,79,0.0,7,Corporate Auto,Corporate L3,Offer2,Call Center,83.652384,Four-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
DQ19344,California,3112.049841,No,Extended,College,2/24/11,Employed,M,"(25820.0, 44428.0]",Rural,Married,79,14.0,26,0.0,1,Personal Auto,Personal L3,Offer4,Branch,181.538354,Four-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
LA31975,Arizona,13144.49101,No,Basic,College,1/14/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,194,23.0,34,0.0,7,Personal Auto,Personal L3,Offer1,Branch,931.2,Luxury SUV,Small,M,1,0,"(773.434, 2893.24]"
IZ24763,Nevada,3445.86241,No,Extended,Bachelor,1/20/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,94,33.0,95,0.0,1,Corporate Auto,Corporate L2,Offer1,Web,590.626396,Four-Door Car,Small,M,1,0,"(513.6, 599.062]"
QF21045,Oregon,2735.538859,No,Basic,College,2/14/11,Employed,F,"(68532.8, 99981.0]",Urban,Married,68,7.0,21,0.0,1,Personal Auto,Personal L2,Offer2,Branch,323.246017,Two-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
EO38569,Washington,2195.295372,No,Basic,High School or Below,2/13/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,62,30.0,29,1.0,1,Personal Auto,Personal L2,Offer1,Web,446.4,Four-Door Car,Large,M,2,0,"(383.945, 453.6]"
SU95720,California,8923.113112,No,Extended,High School or Below,1/14/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,125,22.0,80,0.0,9,Personal Auto,Personal L3,Offer4,Branch,900.0,SUV,Small,A,1,0,"(773.434, 2893.24]"
DD27563,Oregon,6342.473656,No,Extended,High School or Below,2/13/11,Employed,M,"(68532.8, 99981.0]",Urban,Single,80,4.0,82,0.0,3,Personal Auto,Personal L3,Offer1,Agent,274.159702,Four-Door Car,Large,M,2,0,"(212.799, 302.4]"
WE68750,Oregon,5687.897911,No,Basic,Bachelor,1/24/11,Employed,M,"(68532.8, 99981.0]",Rural,Single,72,28.0,87,0.0,5,Corporate Auto,Corporate L2,Offer1,Call Center,61.536107,Two-Door Car,Medsize,A,1,0,"(0.098, 104.085]"
BB65725,California,8061.198798,No,Basic,College,2/11/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,102,19.0,87,0.0,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Sports Car,Medsize,M,2,0,"(334.039, 383.945]"
JC29850,California,7506.964816,No,Basic,Bachelor,1/26/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,67,16.0,12,1.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,M,1,0,"(302.4, 334.039]"
OO97388,Oregon,2855.687705,No,Basic,Master,1/22/11,Employed,F,"(68532.8, 99981.0]",Suburban,Married,70,14.0,20,0.0,1,Personal Auto,Personal L1,Offer2,Agent,336.0,Two-Door Car,Small,A,1,0,"(334.039, 383.945]"
HV75193,California,2866.595388,No,Basic,Master,2/7/11,Disabled,F,"(25820.0, 44428.0]",Urban,Married,73,12.0,80,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,262.086021,Four-Door Car,Medsize,M,2,0,"(212.799, 302.4]"
YJ59924,Oregon,7308.433864,No,Extended,College,1/30/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,92,21.0,20,0.0,3,Personal Auto,Personal L1,Offer3,Agent,441.6,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
IH91478,Oregon,4808.957973,No,Basic,Bachelor,1/12/11,Medical Leave,F,"(-0.001, 25820.0]",Rural,Married,61,12.0,17,0.0,6,Personal Auto,Personal L2,Offer1,Agent,142.459804,Two-Door Car,Medsize,M,1,0,"(104.085, 212.799]"
HZ74609,Oregon,5527.988928,No,Basic,Bachelor,2/25/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,72,4.0,72,0.0,7,Personal Auto,Personal L3,Offer3,Branch,345.6,Four-Door Car,Large,A,2,0,"(334.039, 383.945]"
TC82133,Oregon,5375.821564,No,Basic,Bachelor,2/25/11,Employed,M,"(44428.0, 68532.8]",Rural,Married,70,11.0,80,4.0,5,Personal Auto,Personal L3,Offer3,Branch,104.977375,Four-Door Car,Medsize,M,2,0,"(104.085, 212.799]"
RW50070,Arizona,8935.274872,No,Extended,High School or Below,2/26/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,225,5.0,99,0.0,1,Personal Auto,Personal L3,Offer2,Branch,1080.0,Luxury Car,Medsize,A,2,0,"(773.434, 2893.24]"
HP56518,Oregon,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A,1,1,"(302.4, 334.039]"
IK49861,Oregon,3107.588649,No,Extended,Bachelor,2/23/11,Unemployed,M,"(-0.001, 25820.0]",Rural,Married,88,1.0,66,0.0,1,Personal Auto,Personal L2,Offer2,Agent,87.135752,Two-Door Car,Medsize,M,2,0,"(0.098, 104.085]"
XU49878,Washington,5396.311664,No,Basic,Bachelor,2/14/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,68,8.0,30,1.0,8,Personal Auto,Personal L2,Offer3,Call Center,265.877583,Four-Door Car,Medsize,M,2,0,"(212.799, 302.4]"
OE75747,Nevada,2189.642522,No,Basic,College,1/28/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,61,5.0,46,3.0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,A,1,0,"(212.799, 302.4]"
IY37465,Arizona,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,"(-0.001, 25820.0]",Suburban,Married,63,27.0,52,0.0,7,Corporate Auto,Corporate L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,M,1,1,"(334.039, 383.945]"
TI92884,Arizona,12622.83268,No,Basic,Bachelor,2/15/11,Employed,M,"(44428.0, 68532.8]",Suburban,Divorced,106,19.0,74,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,508.8,Sports Car,Small,M,2,0,"(453.6, 513.6]"
OQ51004,California,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Married,103,8.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,Large,A,2,1,"(513.6, 599.062]"
PJ36749,Washington,5597.12496,Yes,Extended,High School or Below,1/27/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,139,16.0,50,0.0,1,Personal Auto,Personal L2,Offer1,Branch,667.2,SUV,Medsize,A,1,1,"(599.062, 773.434]"
ZW33889,California,2477.708203,No,Basic,Bachelor,2/14/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,62,25.0,3,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,130.298883,Two-Door Car,Medsize,A,2,0,"(104.085, 212.799]"
EK56325,Arizona,6637.228238,No,Extended,High School or Below,2/16/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,92,4.0,83,2.0,3,Personal Auto,Personal L1,Offer3,Call Center,662.4,Four-Door Car,Medsize,A,2,0,"(599.062, 773.434]"
GU41036,Oregon,9416.28441,No,Extended,High School or Below,2/26/11,Disabled,M,"(-0.001, 25820.0]",Suburban,Married,127,27.0,81,0.0,7,Personal Auto,Personal L1,Offer1,Branch,609.6,SUV,Medsize,M,2,0,"(599.062, 773.434]"
FJ57446,Oregon,8434.119038,No,Basic,College,1/4/11,Employed,F,"(25820.0, 44428.0]",Suburban,Single,108,3.0,3,0.0,7,Personal Auto,Personal L2,Offer3,Agent,741.850171,SUV,Small,A,1,0,"(599.062, 773.434]"
TO55166,California,2600.002868,No,Basic,Bachelor,1/12/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,65,23.0,93,0.0,1,Personal Auto,Personal L2,Offer3,Branch,91.464233,Two-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
OH93496,Arizona,3703.404606,No,Basic,Bachelor,1/10/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,109,22.0,5,0.0,1,Personal Auto,Personal L3,Offer1,Agent,784.8,SUV,Small,A,1,0,"(773.434, 2893.24]"
RW51650,Oregon,8622.835375,Yes,Basic,Bachelor,2/18/11,Employed,M,"(68532.8, 99981.0]",Suburban,Single,73,6.0,85,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350.4,Four-Door Car,Medsize,A,2,1,"(334.039, 383.945]"
AR96516,Oregon,5914.951808,No,Basic,Bachelor,1/28/11,Employed,F,"(44428.0, 68532.8]",Suburban,Married,74,18.0,2,0.0,9,Personal Auto,Personal L1,Offer2,Web,355.2,Two-Door Car,Medsize,M,1,0,"(334.039, 383.945]"
LR32149,Arizona,22940.38215,No,Basic,Bachelor,1/1/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,64,16.0,86,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,304.699889,Four-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
GE87503,California,18211.14319,No,Premium,High School or Below,2/7/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,154,20.0,97,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,739.2,SUV,Small,A,2,0,"(599.062, 773.434]"
ZT30559,California,4746.686506,No,Basic,High School or Below,1/28/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Married,63,34.0,15,0.0,3,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Medsize,M,1,0,"(212.799, 302.4]"
EL67979,California,17223.06591,No,Basic,College,1/11/11,Employed,M,"(-0.001, 25820.0]",Suburban,Single,64,7.0,44,0.0,2,Personal Auto,Personal L3,Offer4,Call Center,307.2,Four-Door Car,Large,A,1,0,"(302.4, 334.039]"
TN36916,California,4029.723325,No,Basic,Bachelor,2/19/11,Employed,F,"(68532.8, 99981.0]",Rural,Married,100,16.0,20,0.0,1,Personal Auto,Personal L2,Offer3,Branch,59.860273,SUV,Large,A,2,0,"(0.098, 104.085]"
TY95197,Washington,4132.58858,No,Basic,College,1/31/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Single,63,4.0,55,1.0,3,Personal Auto,Personal L3,Offer1,Agent,453.6,Four-Door Car,Medsize,M,1,0,"(383.945, 453.6]"
LP45550,Oregon,15363.84716,No,Premium,Doctor,1/15/11,Disabled,F,"(-0.001, 25820.0]",Urban,Divorced,101,30.0,99,0.0,2,Personal Auto,Personal L3,Offer2,Agent,303.148399,Four-Door Car,Medsize,A,1,0,"(302.4, 334.039]"
VZ61940,Nevada,2668.731444,No,Basic,Doctor,2/7/11,Employed,F,"(44428.0, 68532.8]",Urban,Married,66,4.0,7,0.0,1,Personal Auto,Personal L3,Offer3,Agent,182.607687,Four-Door Car,Small,A,2,0,"(104.085, 212.799]"
OZ58610,Arizona,7575.647415,No,Basic,High School or Below,2/21/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,109,30.0,87,0.0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,M,2,0,"(773.434, 2893.24]"
GT18396,Arizona,21151.2328,No,Extended,College,2/5/11,Employed,M,"(44428.0, 68532.8]",Rural,Married,77,23.0,69,0.0,2,Personal Auto,Personal L2,Offer2,Branch,92.307736,Four-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
BU70181,Arizona,5757.442258,Yes,Basic,Master,1/31/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,72,9.0,71,0.0,3,Personal Auto,Personal L3,Offer2,Branch,174.041566,Four-Door Car,Small,M,1,1,"(104.085, 212.799]"
MN94234,California,3107.568648,No,Extended,High School or Below,1/19/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,94,34.0,59,4.0,1,Personal Auto,Personal L3,Offer1,Branch,451.2,Two-Door Car,Medsize,A,1,0,"(383.945, 453.6]"
BN89470,California,4561.27302,No,Premium,College,1/25/11,Medical Leave,M,"(25820.0, 44428.0]",Suburban,Married,118,26.0,21,0.0,1,Special Auto,Special L2,Offer1,Agent,627.898468,Four-Door Car,Small,M,1,0,"(599.062, 773.434]"
WY53775,Arizona,8382.630118,Yes,Basic,High School or Below,2/4/11,Retired,M,"(-0.001, 25820.0]",Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L1,Offer1,Web,561.6,Sports Car,Medsize,A,2,1,"(513.6, 599.062]"
LW59140,Arizona,9277.472901,No,Premium,Bachelor,1/4/11,Employed,M,"(68532.8, 99981.0]",Rural,Married,115,4.0,48,1.0,7,Personal Auto,Personal L1,Offer3,Branch,221.047584,Four-Door Car,Large,A,1,0,"(212.799, 302.4]"
GM48223,Oregon,5461.967787,No,Basic,Bachelor,2/6/11,Employed,F,"(25820.0, 44428.0]",Rural,Married,69,10.0,92,0.0,5,Personal Auto,Personal L1,Offer3,Agent,35.565605,Four-Door Car,Medsize,M,2,0,"(0.098, 104.085]"
MV81355,California,8819.018934,Yes,Basic,High School or Below,1/10/11,Employed,M,"(68532.8, 99981.0]",Suburban,Married,110,23.0,25,1.0,8,Personal Auto,Personal L2,Offer2,Branch,528.0,SUV,Medsize,A,1,1,"(513.6, 599.062]"
MX69639,California,10442.43404,No,Extended,High School or Below,2/11/11,Employed,F,"(25820.0, 44428.0]",Rural,Single,90,3.0,5,0.0,2,Personal Auto,Personal L3,Offer2,Branch,28.649762,Four-Door Car,Large,M,2,0,"(0.098, 104.085]"
GK13851,Oregon,9227.567263,No,Extended,College,1/24/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,129,15.0,42,0.0,3,Personal Auto,Personal L1,Offer3,Call Center,619.2,SUV,Medsize,A,1,0,"(599.062, 773.434]"
ZL82075,Nevada,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,"(44428.0, 68532.8]",Suburban,Married,68,31.0,30,1.0,3,Corporate Auto,Corporate L1,Offer1,Branch,326.4,Four-Door Car,Small,M,1,1,"(302.4, 334.039]"
BX51438,Arizona,2781.446975,No,Basic,Bachelor,2/23/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,72,17.0,74,2.0,1,Personal Auto,Personal L1,Offer4,Web,302.942519,Four-Door Car,Medsize,M,2,0,"(302.4, 334.039]"
OH15771,California,3974.13815,No,Basic,Bachelor,1/10/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,117,9.0,78,0.0,1,Personal Auto,Personal L3,Offer2,Agent,561.6,SUV,Medsize,M,1,0,"(513.6, 599.062]"
RP19541,Arizona,7582.113842,Yes,Basic,College,2/3/11,Employed,M,"(44428.0, 68532.8]",Urban,Married,64,23.0,19,0.0,2,Personal Auto,Personal L3,Offer2,Web,268.471802,Four-Door Car,Medsize,A,2,1,"(212.799, 302.4]"
MB63131,Oregon,4652.886703,No,Basic,Bachelor,2/28/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Married,64,5.0,18,1.0,6,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,Medsize,A,2,0,"(302.4, 334.039]"
XE59612,Nevada,7185.673718,No,Extended,High School or Below,1/17/11,Employed,M,"(44428.0, 68532.8]",Rural,Single,91,25.0,15,0.0,6,Corporate Auto,Corporate L1,Offer3,Call Center,36.980596,Four-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
ZC24631,Oregon,13917.37715,No,Extended,College,1/13/11,Employed,M,"(44428.0, 68532.8]",Rural,Single,89,31.0,10,0.0,2,Corporate Auto,Corporate L3,Offer3,Call Center,94.814032,Four-Door Car,Medsize,M,1,0,"(0.098, 104.085]"
MZ81826,Arizona,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,113,20.0,44,0.0,9,Personal Auto,Personal L1,Offer2,Web,542.4,Four-Door Car,Large,M,1,1,"(513.6, 599.062]"
NS51605,Oregon,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,"(25820.0, 44428.0]",Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,Small,A,1,1,"(513.6, 599.062]"
GK73582,California,2978.84601,No,Extended,Bachelor,1/13/11,Employed,F,"(44428.0, 68532.8]",Urban,Single,76,3.0,17,0.0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,A,1,0,"(104.085, 212.799]"
ZO29478,Washington,26197.41498,Yes,Basic,High School or Below,1/15/11,Disabled,F,"(-0.001, 25820.0]",Suburban,Married,113,10.0,15,0.0,2,Personal Auto,Personal L2,Offer1,Branch,542.4,SUV,Large,M,1,1,"(513.6, 599.062]"
MS78828,Nevada,5126.54272,No,Extended,College,1/4/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,128,33.0,14,0.0,1,Personal Auto,Personal L3,Offer4,Branch,614.4,SUV,Medsize,A,1,0,"(599.062, 773.434]"
WN67367,California,3210.417377,No,Extended,Bachelor,1/18/11,Unemployed,F,"(-0.001, 25820.0]",Urban,Divorced,88,3.0,8,0.0,1,Personal Auto,Personal L3,Offer1,Web,325.917598,Four-Door Car,Large,A,1,0,"(302.4, 334.039]"
JX26859,California,3528.044252,Yes,Extended,Doctor,2/1/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,92,24.0,95,4.0,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,M,2,1,"(383.945, 453.6]"
KW33804,Nevada,8090.884414,No,Basic,High School or Below,1/3/11,Employed,M,"(68532.8, 99981.0]",Rural,Divorced,69,11.0,43,4.0,2,Personal Auto,Personal L1,Offer4,Branch,48.051339,Four-Door Car,Large,M,1,0,"(0.098, 104.085]"
TH84309,California,9372.843639,No,Extended,High School or Below,2/22/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Married,126,19.0,17,0.0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,Medsize,M,2,0,"(599.062, 773.434]"
WX92260,Washington,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,"(-0.001, 25820.0]",Suburban,Divorced,66,16.0,35,4.0,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small,M,2,1,"(302.4, 334.039]"
CC30924,Oregon,6262.663307,No,Premium,College,2/26/11,Employed,M,"(25820.0, 44428.0]",Urban,Married,159,20.0,71,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small,M,2,0,"(453.6, 513.6]"
BI81476,Oregon,10346.11154,No,Extended,High School or Below,2/9/11,Employed,F,"(44428.0, 68532.8]",Rural,Married,86,26.0,3,0.0,2,Personal Auto,Personal L2,Offer3,Agent,58.469264,Four-Door Car,Medsize,A,2,0,"(0.098, 104.085]"
MD45928,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,"(44428.0, 68532.8]",Suburban,Single,116,23.0,21,0.0,2,Personal Auto,Personal L3,Offer1,Agent,556.8,Four-Door Car,Medsize,A,2,1,"(513.6, 599.062]"
DG51590,Arizona,25401.51859,No,Extended,Bachelor,2/10/11,Employed,F,"(25820.0, 44428.0]",Urban,Single,91,20.0,18,0.0,2,Personal Auto,Personal L1,Offer2,Agent,236.63519,Two-Door Car,Medsize,A,2,0,"(212.799, 302.4]"
YL83902,Washington,3274.194616,No,Extended,Bachelor,1/11/11,Employed,F,"(25820.0, 44428.0]",Suburban,Married,81,11.0,33,0.0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,A,1,0,"(383.945, 453.6]"
OK96130,California,5319.311913,No,Extended,High School or Below,2/12/11,Employed,M,"(25820.0, 44428.0]",Suburban,Married,134,26.0,7,0.0,1,Personal Auto,Personal L2,Offer2,Agent,898.914194,SUV,Medsize,M,2,0,"(773.434, 2893.24]"
CJ46674,Oregon,2533.796807,No,Basic,High School or Below,1/28/11,Unemployed,M,"(-0.001, 25820.0]",Suburban,Single,71,11.0,77,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,517.056582,Four-Door Car,Medsize,A,1,0,"(513.6, 599.062]"
